-0.8232,1.3038
-0.8418,1.3664
-0.8557,1.3045
0.0631,2.6409
-0.4683,1.8522
0.6473,3.7851
0.2383,2.8435
-0.7665,1.5987
-0.5900,2.0889
-0.7659,1.8916
-0.2400,2.0691
0.2854,3.1845
