Epoch,Loss
416,0.1469
417,0.1466
418,0.1462
419,0.1458
420,0.1454
421,0.1451
422,0.1447
423,0.1444
424,0.1440
425,0.1436
426,0.1433
427,0.1429
428,0.1426
429,0.1422
430,0.1419
431,0.1415
432,0.1412
433,0.1408
434,0.1405
435,0.1401
436,0.1398
437,0.1394
438,0.1391
439,0.1388
440,0.1384
441,0.1381
442,0.1378
443,0.1374
444,0.1371
445,0.1368
446,0.1365
447,0.1361
448,0.1358
449,0.1355
450,0.1352
451,0.1348
452,0.1345
453,0.1342
454,0.1339
455,0.1336
456,0.1333
457,0.1330
458,0.1326
459,0.1323
460,0.1320
461,0.1317
462,0.1314
463,0.1311
464,0.1308
465,0.1305
466,0.1302
467,0.1299
468,0.1296
469,0.1293
470,0.1290
471,0.1287
472,0.1285
473,0.1282
474,0.1279
475,0.1276
476,0.1273
477,0.1270
478,0.1267
479,0.1264
480,0.1262
481,0.1259
482,0.1256
483,0.1253
484,0.1250
485,0.1248
486,0.1245
487,0.1242
488,0.1239
489,0.1237
490,0.1234
491,0.1231
492,0.1229
493,0.1226
494,0.1223
495,0.1221
496,0.1218
497,0.1215
498,0.1213
499,0.1210
500,0.1208
501,0.1205
502,0.1202
503,0.1200
504,0.1197
505,0.1195
506,0.1192
507,0.1190
508,0.1187
509,0.1185
510,0.1182
511,0.1180
512,0.1177
513,0.1175
514,0.1172
515,0.1170
516,0.1167
517,0.1165
518,0.1163
519,0.1160
520,0.1158
521,0.1155
522,0.1153
523,0.1151
524,0.1148
525,0.1146
526,0.1144
527,0.1141
528,0.1139
529,0.1137
530,0.1134
531,0.1132
532,0.1130
533,0.1127
534,0.1125
535,0.1123
536,0.1121
537,0.1118
538,0.1116
539,0.1114
540,0.1112
541,0.1110
542,0.1107
543,0.1105
544,0.1103
545,0.1101
546,0.1099
547,0.1096
548,0.1094
549,0.1092
550,0.1090
551,0.1088
552,0.1086
553,0.1084
554,0.1082
555,0.1079
556,0.1077
557,0.1075
558,0.1073
559,0.1071
560,0.1069
561,0.1067
562,0.1065
563,0.1063
564,0.1061
565,0.1059
566,0.1057
567,0.1055
568,0.1053
569,0.1051
570,0.1049
571,0.1047
572,0.1045
573,0.1043
574,0.1041
575,0.1039
576,0.1037
577,0.1035
578,0.1033
579,0.1031
580,0.1029
581,0.1027
582,0.1026
583,0.1024
584,0.1022
585,0.1020
586,0.1018
587,0.1016
588,0.1014
589,0.1012
590,0.1011
591,0.1009
592,0.1007
593,0.1005
594,0.1003
595,0.1001
596,0.1000
597,0.0998
598,0.0996
599,0.0994
600,0.0992
601,0.0991
602,0.0989
603,0.0987
604,0.0985
605,0.0983
606,0.0982
607,0.0980
608,0.0978
609,0.0977
610,0.0975
611,0.0973
612,0.0971
613,0.0970
614,0.0968
615,0.0966
616,0.0965
617,0.0963
618,0.0961
619,0.0959
620,0.0958
621,0.0956
622,0.0954
623,0.0953
624,0.0951
625,0.0950
626,0.0948
627,0.0946
628,0.0945
629,0.0943
630,0.0941
631,0.0940
632,0.0938
633,0.0937
634,0.0935
635,0.0933
636,0.0932
637,0.0930
638,0.0929
639,0.0927
640,0.0925
641,0.0924
642,0.0922
643,0.0921
644,0.0919
645,0.0918
646,0.0916
647,0.0915
648,0.0913
649,0.0912
650,0.0910
651,0.0909
652,0.0907
653,0.0906
654,0.0904
655,0.0903
656,0.0901
657,0.0900
658,0.0898
659,0.0897
660,0.0895
661,0.0894
662,0.0892
663,0.0891
664,0.0889
665,0.0888
666,0.0886
667,0.0885
668,0.0884
669,0.0882
670,0.0881
671,0.0879
672,0.0878
673,0.0876
674,0.0875
675,0.0874
676,0.0872
677,0.0871
678,0.0869
679,0.0868
680,0.0867
681,0.0865
682,0.0864
683,0.0863
684,0.0861
685,0.0860
686,0.0859
687,0.0857
688,0.0856
689,0.0854
690,0.0853
691,0.0852
692,0.0850
693,0.0849
694,0.0848
695,0.0846
696,0.0845
697,0.0844
698,0.0843
699,0.0841
700,0.0840
701,0.0839
702,0.0837
703,0.0836
704,0.0835
705,0.0834
706,0.0832
707,0.0831
708,0.0830
709,0.0828
710,0.0827
711,0.0826
712,0.0825
713,0.0823
714,0.0822
715,0.0821
716,0.0820
717,0.0818
718,0.0817
719,0.0816
720,0.0815
721,0.0813
722,0.0812
723,0.0811
724,0.0810
725,0.0809
726,0.0807
727,0.0806
728,0.0805
729,0.0804
730,0.0803
731,0.0801
732,0.0800
733,0.0799
734,0.0798
735,0.0797
736,0.0796
737,0.0794
738,0.0793
739,0.0792
740,0.0791
741,0.0790
742,0.0789
743,0.0787
744,0.0786
745,0.0785
746,0.0784
747,0.0783
748,0.0782
749,0.0781
750,0.0779
751,0.0778
752,0.0777
753,0.0776
754,0.0775
755,0.0774
756,0.0773
757,0.0772
758,0.0771
759,0.0769
760,0.0768
761,0.0767
762,0.0766
763,0.0765
764,0.0764
765,0.0763
766,0.0762
767,0.0761
768,0.0760
769,0.0759
770,0.0758
771,0.0757
772,0.0755
773,0.0754
774,0.0753
775,0.0752
776,0.0751
777,0.0750
778,0.0749
779,0.0748
780,0.0747
781,0.0746
782,0.0745
783,0.0744
784,0.0743
785,0.0742
786,0.0741
787,0.0740
788,0.0739
789,0.0738
790,0.0737
791,0.0736
792,0.0735
793,0.0734
794,0.0733
795,0.0732
796,0.0731
797,0.0730
798,0.0729
799,0.0728
800,0.0727
801,0.0726
802,0.0725
803,0.0724
804,0.0723
805,0.0722
806,0.0721
807,0.0720
808,0.0719
809,0.0718
810,0.0717
811,0.0716
812,0.0715
813,0.0714
814,0.0713
815,0.0712
816,0.0711
817,0.0711
818,0.0710
819,0.0709
820,0.0708
821,0.0707
822,0.0706
823,0.0705
824,0.0704
825,0.0703
826,0.0702
827,0.0701
828,0.0700
829,0.0699
830,0.0698
831,0.0698
832,0.0697
833,0.0696
834,0.0695
835,0.0694
836,0.0693
837,0.0692
838,0.0691
839,0.0690
840,0.0689
841,0.0689
842,0.0688
843,0.0687
844,0.0686
845,0.0685
846,0.0684
847,0.0683
848,0.0682
849,0.0682
850,0.0681
851,0.0680
852,0.0679
853,0.0678
854,0.0677
855,0.0676
856,0.0676
857,0.0675
858,0.0674
859,0.0673
860,0.0672
861,0.0671
862,0.0670
863,0.0670
864,0.0669
865,0.0668
866,0.0667
867,0.0666
868,0.0665
869,0.0665
870,0.0664
871,0.0663
872,0.0662
873,0.0661
874,0.0661
875,0.0660
876,0.0659
877,0.0658
878,0.0657
879,0.0656
880,0.0656
881,0.0655
882,0.0654
883,0.0653
884,0.0652
885,0.0652
886,0.0651
887,0.0650
888,0.0649
889,0.0648
890,0.0648
891,0.0647
892,0.0646
893,0.0645
894,0.0645
895,0.0644
896,0.0643
897,0.0642
898,0.0641
899,0.0641
900,0.0640
901,0.0639
902,0.0638
903,0.0638
904,0.0637
905,0.0636
906,0.0635
907,0.0635
908,0.0634
909,0.0633
910,0.0632
911,0.0632
912,0.0631
913,0.0630
914,0.0629
915,0.0629
916,0.0628
917,0.0627
918,0.0626
919,0.0626
920,0.0625
921,0.0624
922,0.0623
923,0.0623
924,0.0622
925,0.0621
926,0.0620
927,0.0620
928,0.0619
929,0.0618
930,0.0618
931,0.0617
932,0.0616
933,0.0615
934,0.0615
935,0.0614
936,0.0613
937,0.0613
938,0.0612
939,0.0611
940,0.0611
941,0.0610
942,0.0609
943,0.0608
944,0.0608
945,0.0607
946,0.0606
947,0.0606
948,0.0605
949,0.0604
950,0.0604
951,0.0603
952,0.0602
953,0.0602
954,0.0601
955,0.0600
956,0.0599
957,0.0599
958,0.0598
959,0.0597
960,0.0597
961,0.0596
962,0.0595
963,0.0595
964,0.0594
965,0.0593
966,0.0593
967,0.0592
968,0.0591
969,0.0591
970,0.0590
971,0.0589
972,0.0589
973,0.0588
974,0.0588
975,0.0587
976,0.0586
977,0.0586
978,0.0585
979,0.0584
980,0.0584
981,0.0583
982,0.0582
983,0.0582
984,0.0581
985,0.0580
986,0.0580
987,0.0579
988,0.0579
989,0.0578
990,0.0577
991,0.0577
992,0.0576
993,0.0575
994,0.0575
995,0.0574
996,0.0574
997,0.0573
998,0.0572
999,0.0572
